Testcase,Num,timestamp,End_detected,ASR_Result,TTS_Speak_directive,TTS_1st_data,TTS_1st_pcm_write,Dialog_Request_ID
weather,5,1718674296,-3314,-273,-448,-87,0,282242d2de0132c85a2e1a6ee08e8ba4
weather,1,1718694281,-3316,-350,-542,-182,0,282373c6fa015b72d9485fcc9b1b947e
weather,2,1718694291,-3315,-337,-529,-93,0,282373ee09015b72d9485fcc50112247
weather,3,1718694300,-3314,-338,-543,-102,0,2823741130015b72d9485fcc7a33e78f
weather,4,1718694309,-3315,-321,-569,-85,0,2823743458015b72d9485fcccacfa905
weather,5,1718694318,-3315,-327,-516,-95,0,2823745781015b72d9485fccbd765b39
weather,1,1718716001,-3316,-343,-598,-99,0,2824bf300c017e870627ed1c2be7e600
weather,2,1718716010,-3315,-320,-486,-92,0,2824bf5333017e870627ed1c39a333e2
weather,3,1718716019,-3315,-320,-635,-98,0,2824bf765a017e870627ed1c63e2df8e
weather,4,1718716028,-3315,-325,-581,-84,0,2824bf9982017e870627ed1c8d0c4c1b
weather,5,1718716037,-3314,-323,-513,-103,0,2824bfbcaa017e870627ed1cfeffef6a
weather,1,1718737488,-3316,-319,-740,-172,0,2826070edc0170fc75ea7b76b0102f1a
weather,2,1718737498,-3315,-322,-513,-97,0,28260735eb0170fc75ea7b76380f26f7
weather,3,1718737507,-3315,-314,-502,-95,0,28260759110170fc75ea7b766bb87ad6
weather,4,1718737516,-3315,-319,-542,-94,0,2826077c3a0170fc75ea7b760454f035
weather,5,1718737525,-3315,-315,-497,-85,0,2826079f620170fc75ea7b76e3a2e4c5
weather,1,1718760650,-3316,-345,-502,-108,0,28276879eb01ae65af00fb395a918195
weather,2,1718760659,-3315,-352,-537,-95,0,2827689d1001ae65af00fb396373c6f4
weather,3,1718760668,-3315,-334,-521,-88,0,282768c03801ae65af00fb3931c0e466
weather,4,1718760677,-3315,-336,-480,-86,0,282768e36001ae65af00fb39c262cd72
weather,5,1718760686,-3314,-331,-541,-105,0,282769068901ae65af00fb39cd53961f
weather,1,1718780677,-3316,-359,-486,-190,0,28289a11fa01bb1b816e305c0830e120
weather,2,1718780686,-3315,-361,-366,-97,0,28289a352101bb1b816e305c99c6fe08
weather,3,1718780695,-3314,-350,-355,-90,0,28289a584901bb1b816e305c6da53f6c
weather,4,1718780704,-3314,-338,-399,-107,0,28289a7b7101bb1b816e305c51f1b493
weather,5,1718780713,-3314,-347,-472,-104,0,28289a9e9901bb1b816e305c1a5c72b6
weather,1,1718802457,-3316,-334,-400,-191,0,2829e666ef0189e78ce06857bde9513b
weather,2,1718802466,-3315,-346,-378,-85,0,2829e68a150189e78ce068578850dc7a
weather,3,1718802475,-3314,-329,-443,-96,0,2829e6ad3d0189e78ce06857990fbead
weather,4,1718802484,-3314,-345,-392,-96,0,2829e6d0640189e78ce0685763588a7c
weather,5,1718802493,-3314,-328,-404,-103,0,2829e6f38d0189e78ce068570f45d6e8
weather,1,1718823869,-3316,-347,-394,-94,0,282b2d206a013dd7ff96b3221fd3fe21
weather,2,1718823878,-3315,-328,-369,-103,0,282b2d4391013dd7ff96b32288c39f76
weather,3,1718823887,-3314,-331,-396,-97,0,282b2d66b8013dd7ff96b3229615bfe6
weather,4,1718823896,-3315,-325,-412,-85,0,282b2d89e0013dd7ff96b32250808eb6
weather,5,1718823905,-3315,-343,-375,-82,0,282b2dad08013dd7ff96b3226946c134
weather,1,1718847013,-3316,-273,-402,-132,0,282c8e479401314e13b9f036485e7de5
weather,2,1718847022,-3315,-295,-474,-98,0,282c8e6abb01314e13b9f0368719ada1
weather,3,1718847031,-3314,-269,-408,-96,0,282c8e8de301314e13b9f0361106af62
